name,position,minutes,points,date
Cole Anthony,G,18,12,2020-12-27
Chuma Okeke,F,16,0,2020-12-27
Gary Clark,F,9,0,2020-12-27
James Ennis,F,0,0,2020-12-27
Jonathan Isaac,F,0,0,2020-12-27
Al-Farouq Aminu,F,0,0,2020-12-27
Mo Bamba,C,0,0,2020-12-27
Karim Mane,G,0,0,2020-12-27
Jordan Bone,G,0,0,2020-12-27
Deni Avdija,F,36,9,2020-12-27
Isaac Bonga,G,18,6,2020-12-27
Thomas Bryant,C-F,32,16,2020-12-27
Raul Neto,G,32,22,2020-12-27
Bradley Beal,G,39,29,2020-12-27
Troy Brown,G-F,23,12,2020-12-27
Davis Bertans,F,19,5,2020-12-27
Robin Lopez,C,15,8,2020-12-27
Ish Smith,G,15,4,2020-12-27
Jerome Robinson,G,7,2,2020-12-27
Cassius Winston,G,0,0,2020-12-27
G. Mathews,G,0,0,2020-12-27
R. Westbrook,G,0,0,2020-12-27
Rui Hachimura,F,0,0,2020-12-27
A. Pasecniks,C-F,0,0,2020-12-27
Moritz Wagner,F-C,0,0,2020-12-27
Anthony Gill,F,0,0,2020-12-27
Tobias Harris,F,28,16,2020-12-27
Danny Green,G,17,4,2020-12-27
Dwight Howard,C-F,15,9,2020-12-27
Ben Simmons,G-F,28,15,2020-12-27
Seth Curry,G,24,8,2020-12-27
Shake Milton,G-F,22,6,2020-12-27
Tyrese Maxey,G,21,6,2020-12-27
Mike Scott,F,18,12,2020-12-27
Tony Bradley,C-F,17,4,2020-12-27
Furkan Korkmaz,G-F,16,4,2020-12-27
M. Thybulle,G-F,8,0,2020-12-27
T. Ferguson,G,7,0,2020-12-27
Isaiah Joe,G,7,2,2020-12-27
Dakota Mathias,PG,7,8,2020-12-27
Paul Reed,F,0,0,2020-12-27
Vincent Poirier,C-F,0,0,2020-12-27
Joel Embiid,C-F,0,0,2020-12-27
Larry Nance,F-C,35,13,2020-12-27
Kevin Love,F-C,8,4,2020-12-27
Andre Drummond,C,25,24,2020-12-27
Darius Garland,G,28,14,2020-12-27
Collin Sexton,G,29,22,2020-12-27
Dante Exum,G,23,6,2020-12-27
Cedi Osman,F,21,14,2020-12-27
Damyean Dotson,G,19,5,2020-12-27
JaVale McGee,C-F,16,7,2020-12-27
Dean Wade,F-C,14,3,2020-12-27
Marques Bolden,C,5,2,2020-12-27
Thon Maker,F-C,5,2,2020-12-27
Lamar Stevens,F,4,2,2020-12-27
M. Dellavedova,G,0,0,2020-12-27
Kevin Porter,G-F,0,0,2020-12-27
Dylan Windler,G-F,0,0,2020-12-27
Isaac Okoro,F-G,0,0,2020-12-27
Khris Middleton,F,32,22,2020-12-27
G. Antetokounmpo,F,31,27,2020-12-27
Brook Lopez,C,20,6,2020-12-27
Jrue Holiday,G,27,8,2020-12-27
D. DiVincenzo,G,23,10,2020-12-27
Bobby Portis,F,26,17,2020-12-27
Bryn Forbes,G,17,1,2020-12-27
Pat Connaughton,G,15,4,2020-12-27
D.J. Augustin,G,13,2,2020-12-27
Jordan Nwora,F,7,9,2020-12-27
Sam Merrill,G,7,3,2020-12-27
D.J. Wilson,F,6,1,2020-12-27
T. Antetokounmpo,F,4,0,2020-12-27
Torrey Craig,F,2,0,2020-12-27
Mamadi Diakite,F,0,0,2020-12-27
Jaylen Adams,G,0,0,2020-12-27
Julius Randle,F-C,37,29,2020-12-27
Reggie Bullock,G-F,16,7,2020-12-27
M. Robinson,C-F,34,9,2020-12-27
Elfrid Payton,G,29,27,2020-12-27
RJ Barrett,F-G,38,17,2020-12-27
Kevin Knox,F,26,7,2020-12-27
Alec Burks,G,20,18,2020-12-27
Frank Ntilikina,G,18,12,2020-12-27
Nerlens Noel,C-F,13,2,2020-12-27
Theo Pinson,G-F,1,0,2020-12-27
I. Brazdeikis,F,1,2,2020-12-27
Jared Harper,G,1,0,2020-12-27
I. Quickley,G,0,0,2020-12-27
Omari Spellman,F,0,0,2020-12-27
Austin Rivers,G,0,0,2020-12-27
Obi Toppin,F,0,0,2020-12-27
Dennis Smith,G,0,0,2020-12-27
T. Thompson,C-F,22,7,2020-12-27
Jayson Tatum,F-G,35,25,2020-12-27
Daniel Theis,F-C,14,4,2020-12-27
Marcus Smart,G,31,11,2020-12-27
Jaylen Brown,G-F,33,18,2020-12-27
P. Pritchard,G,23,13,2020-12-27
Grant Williams,F,22,6,2020-12-27
Jeff Teague,G,21,9,2020-12-27
Robert Williams,C-F,21,12,2020-12-27
Semi Ojeleye,F,12,2,2020-12-27
Romeo Langford,G-F,0,0,2020-12-27
Kemba Walker,G,0,0,2020-12-27
Tacko Fall,C,0,0,2020-12-27
Carsen Edwards,G,0,0,2020-12-27
Aaron Nesmith,G-F,0,0,2020-12-27
Javonte Green,G-F,0,0,2020-12-27
Tremont Waters,G,0,0,2020-12-27
D. Sabonis,F-C,40,19,2020-12-27
T.J. Warren,F,37,17,2020-12-27
Myles Turner,C-F,29,10,2020-12-27
Malcolm Brogdon,G,36,25,2020-12-27
Aaron Holiday,G,21,6,2020-12-27
Justin Holiday,F-G,28,13,2020-12-27
Doug McDermott,F,27,16,2020-12-27
T.J. McConnell,G,19,2,2020-12-27
Edmond Sumner,G,0,0,2020-12-27
Jeremy Lamb,G-F,0,0,2020-12-27
Goga Bitadze,C-F,0,0,2020-12-27
Brian Bowen,F-G,0,0,2020-12-27
Victor Oladipo,G,0,0,2020-12-27
Jalen Lecque,G,0,0,2020-12-27
Kelan Martin,F,0,0,2020-12-27
JaKarr Sampson,F,0,0,2020-12-27
Cassius Stanley,G,0,0,2020-12-27
J. Toscano-Anderson,F,19,5,2020-12-27
Andrew Wiggins,F,36,19,2020-12-27
James Wiseman,C,22,7,2020-12-27
Stephen Curry,G,36,36,2020-12-27
Kelly Oubre,F-G,30,8,2020-12-27
Damion Lee,G-F,20,12,2020-12-27
Eric Paschall,F,19,15,2020-12-27
Kevon Looney,F,16,8,2020-12-27
Brad Wanamaker,G,14,2,2020-12-27
Jordan Poole,G,13,10,2020-12-27
Mychal Mulder,G,10,7,2020-12-27
Nico Mannion,G,0,0,2020-12-27
Draymond Green,F,0,0,2020-12-27
Marquese Chriss,F,0,0,2020-12-27
Alen Smailagic,F,0,0,2020-12-27
Klay Thompson,G,0,0,2020-12-27
Kent Bazemore,G-F,0,0,2020-12-27
Lauri Markkanen,F-C,29,23,2020-12-27
P. Williams,F,26,6,2020-12-27
Wendell Carter,C-F,31,22,2020-12-27
Coby White,G,35,20,2020-12-27
Zach LaVine,G-F,34,33,2020-12-27
T. Satoransky,G,22,3,2020-12-27
Otto Porter,F,20,12,2020-12-27
Garrett Temple,G-F,19,2,2020-12-27
C. Hutchison,F-G,19,7,2020-12-27
Devon Dotson,G,0,0,2020-12-27
Thaddeus Young,F,0,0,2020-12-27
Daniel Gafford,F-C,0,0,2020-12-27
Adam Mokoka,G,0,0,2020-12-27
C. Felicio,F-C,0,0,2020-12-27
Luke Kornet,F-C,0,0,2020-12-27
D. Valentine,G,0,0,2020-12-27
R. Arcidiacono,G,0,0,2020-12-27
Jae Crowder,F,25,2,2020-12-27
Mikal Bridges,F,36,22,2020-12-27
Deandre Ayton,C,29,11,2020-12-27
Chris Paul,G,27,8,2020-12-27
Devin Booker,G,35,20,2020-12-27
Cameron Johnson,F,21,21,2020-12-27
Cameron Payne,G,19,7,2020-12-27
Frank Kaminsky,F-C,18,11,2020-12-27
L. Galloway,G,14,9,2020-12-27
Jevon Carter,G,10,5,2020-12-27
Damian Jones,C,1,0,2020-12-27
T. Alexander,G,1,0,2020-12-27
Dario Saric,F-C,0,0,2020-12-27
Jalen Smith,F-C,0,0,2020-12-27
Abdel Nader,F,0,0,2020-12-27
E'Twaun Moore,G,0,0,2020-12-27
Marvin Bagley,F,27,11,2020-12-27
Harrison Barnes,F,28,10,2020-12-27
Richaun Holmes,F,24,8,2020-12-27
De'Aaron Fox,G,26,12,2020-12-27
Buddy Hield,G,33,17,2020-12-27
T. Haliburton,G,26,15,2020-12-27
Cory Joseph,G,20,9,2020-12-27
Glenn Robinson,F,15,0,2020-12-27
Nemanja Bjelica,F,11,3,2020-12-27
H. Whiteside,C,10,6,2020-12-27
Kyle Guy,G,5,5,2020-12-27
Justin James,G-F,2,0,2020-12-27
Jahmi'us Ramsey,G,2,2,2020-12-27
Robert Woodard,F,2,2,2020-12-27
DaQuan Jeffries,G-F,0,0,2020-12-27
Jabari Parker,F,0,0,2020-12-27
Chimezie Metu,F-C,0,0,2020-12-27
Jake Layman,F,14,10,2020-12-27
Josh Okogie,G,11,4,2020-12-27
Naz Reid,C-F,27,11,2020-12-27
D. Russell,G,20,4,2020-12-27
Malik Beasley,G,24,8,2020-12-27
Jarrett Culver,G-F,29,8,2020-12-27
Anthony Edwards,G,28,15,2020-12-27
Ricky Rubio,G,18,9,2020-12-27
J. McLaughlin,G,16,4,2020-12-27
J. Vanderbilt,F,15,2,2020-12-27
J. Hernangomez,F,13,6,2020-12-27
Ed Davis,C-F,12,4,2020-12-27
Jaden McDaniels,F,7,6,2020-12-27
Jaylen Nowell,G,0,0,2020-12-27
K. Towns,C-F,0,0,2020-12-27
Ashton Hagans,G-F,0,0,2020-12-27
Kyle Kuzma,F,29,20,2020-12-27
LeBron James,F,26,18,2020-12-27
Marc Gasol,C,20,12,2020-12-27
Dennis Schroder,G,25,11,2020-12-27
K. Caldwell-Pope,G,23,8,2020-12-27
T. Horton-Tucker,G,20,12,2020-12-27
M. Harrell,F-C,19,12,2020-12-27
Wesley Matthews,G,17,4,2020-12-27
Markieff Morris,F,15,7,2020-12-27
Alex Caruso,G,10,7,2020-12-27
Quinn Cook,G,8,5,2020-12-27
A. McKinnie,F,7,8,2020-12-27
K. Antetokounmpo,F,7,0,2020-12-27
Jared Dudley,F,7,3,2020-12-27
Anthony Davis,F-C,0,0,2020-12-27
Devontae Cacok,F,0,0,2020-12-27
D. Finney-Smith,F,18,8,2020-12-27
Tim Hardaway,G-F,22,18,2020-12-27
Dwight Powell,F-C,17,4,2020-12-27
Luka Doncic,F-G,25,24,2020-12-27
Josh Richardson,G,26,21,2020-12-27
James Johnson,F,20,5,2020-12-27
W. Cauley-Stein,C,18,9,2020-12-27
Maxi Kleber,F,17,5,2020-12-27
Trey Burke,G,17,5,2020-12-27
Jalen Brunson,G,13,11,2020-12-27
Wes Iwundu,F,11,6,2020-12-27
Josh Green,G,11,4,2020-12-27
B. Marjanovic,C,10,4,2020-12-27
Tyrell Terry,G,8,0,2020-12-27
Nate Hinton,G-F,0,0,2020-12-27
Tyler Bey,F,0,0,2020-12-27
K. Porzingis,F-C,0,0,2020-12-27
Nicolas Batum,G-F,21,4,2020-12-27
Paul George,F,24,15,2020-12-27
Serge Ibaka,F,19,13,2020-12-27
P. Beverley,G,21,2,2020-12-27
Luke Kennard,G,29,7,2020-12-27
Terance Mann,G-F,23,4,2020-12-27
Reggie Jackson,G,20,8,2020-12-27
Amir Coffey,G-F,17,1,2020-12-27
Ivica Zubac,C,16,10,2020-12-27
M. Kabengele,F-C,15,5,2020-12-27
Daniel Oturu,C,12,4,2020-12-27
Lou Williams,G,9,0,2020-12-27
P. Patterson,F,8,0,2020-12-27
Jay Scrubb,G,0,0,2020-12-27
Kawhi Leonard,F,0,0,2020-12-27
Marcus Morris,F,0,0,2020-12-27
Jerami Grant,F,37,27,2020-12-28
Saddiq Bey,F,30,10,2020-12-28
Mason Plumlee,F-C,33,9,2020-12-28
Killian Hayes,G,29,10,2020-12-28
Josh Jackson,G-F,28,27,2020-12-28
Delon Wright,G,21,18,2020-12-28
Wayne Ellington,G,20,11,2020-12-28
Svi Mykhailiuk,G-F,14,4,2020-12-28
Isaiah Stewart,F-C,14,2,2020-12-28
Sekou Doumbouya,F,10,2,2020-12-28
Frank Jackson,G,0,0,2020-12-28
Jahlil Okafor,C-F,0,0,2020-12-28
Derrick Rose,G,0,0,2020-12-28
Blake Griffin,F,0,0,2020-12-28
Rodney McGruder,G,0,0,2020-12-28
Saben Lee,G,0,0,2020-12-28
D. Sirvydis,F-G,0,0,2020-12-28
John Collins,F-C,26,15,2020-12-28
De'Andre Hunter,F-G,32,11,2020-12-28
Clint Capela,C,19,7,2020-12-28
Trae Young,G,32,29,2020-12-28
Cam Reddish,F-G,26,11,2020-12-28
B. Bogdanovic,G,30,17,2020-12-28
Kevin Huerter,G-F,26,9,2020-12-28
Solomon Hill,F,19,12,2020-12-28
Rajon Rondo,G,15,12,2020-12-28
Bruno Fernando,F-C,10,5,2020-12-28
D. Gallinari,F,0,0,2020-12-28
Tony Snell,G,0,0,2020-12-28
Onyeka Okongwu,F-C,0,0,2020-12-28
Kris Dunn,G,0,0,2020-12-28
Skylar Mays,G,0,0,2020-12-28
Nathan Knight,F-C,0,0,2020-12-28
Brandon Goodwin,G,0,0,2020-12-28
Kyle Anderson,F-G,36,28,2020-12-28
Dillon Brooks,G-F,35,24,2020-12-28
J. Valanciunas,C,39,14,2020-12-28
Ja Morant,G,12,7,2020-12-28
Grayson Allen,G,23,3,2020-12-28
Tyus Jones,G,34,9,2020-12-28
Brandon Clarke,F-G,28,16,2020-12-28
Desmond Bane,G,23,6,2020-12-28
John Konchar,G,15,2,2020-12-28
Gorgui Dieng,C,13,7,2020-12-28
D. Melton,G,0,0,2020-12-28
Jaren Jackson,F-C,0,0,2020-12-28
Jontay Porter,C-F,0,0,2020-12-28
Killian Tillie,F-C,0,0,2020-12-28
Justise Winslow,F-G,0,0,2020-12-28
Sean McDermott,F,0,0,2020-12-28
Xavier Tillman,F,0,0,2020-12-28
Taurean Prince,F,18,9,2020-12-28
T. Luwawu-Cabarrot,G-F,39,21,2020-12-28
DeAndre Jordan,C,29,4,2020-12-28
Caris LeVert,G,38,28,2020-12-28
Joe Harris,G-F,41,14,2020-12-28
Chris Chiozza,G,26,14,2020-12-28
Landry Shamet,G,24,5,2020-12-28
Jeff Green,F,23,8,2020-12-28
Jarrett Allen,C,22,8,2020-12-28
S. Dinwiddie,G,0,0,2020-12-28
Nicolas Claxton,F-C,0,0,2020-12-28
Kyrie Irving,G,0,0,2020-12-28
Kevin Durant,F,0,0,2020-12-28
Rodions Kurucs,F,0,0,2020-12-28
Reggie Perry,F-C,0,0,2020-12-28
Tyler Johnson,G,0,0,2020-12-28
Bruce Brown,G-F,0,0,2020-12-28
Royce O'Neale,F,33,9,2020-12-28
B. Bogdanovic,F,34,23,2020-12-28
Rudy Gobert,C,36,12,2020-12-28
D. Mitchell,G,34,20,2020-12-28
Mike Conley,G,32,20,2020-12-28
Jordan Clarkson,G,25,16,2020-12-28
Joe Ingles,F-G,20,4,2020-12-28
Derrick Favors,F,11,6,2020-12-28
Georges Niang,F,8,0,2020-12-28
Miye Oni,G-F,1,0,2020-12-28
Udoka Azubuike,C-F,0,0,2020-12-28
Trent Forrest,G,0,0,2020-12-28
Elijah Hughes,G,0,0,2020-12-28
J. Brantley,F,0,0,2020-12-28
S. Harrison,G,0,0,2020-12-28
Juwan Morgan,F,0,0,2020-12-28
Darius Bazley,F-G,33,9,2020-12-28
Luguentz Dort,G,31,26,2020-12-28
Al Horford,C-F,29,11,2020-12-28
George Hill,G,25,14,2020-12-28
S. Gilgeous-Alexander,G-F,36,23,2020-12-28
Theo Maledon,G,19,6,2020-12-28
Hamidou Diallo,G,19,7,2020-12-28
Mike Muscala,F-C,18,9,2020-12-28
A. Pokusevski,C,14,0,2020-12-28
K. Williams,G-F,11,4,2020-12-28
Trevor Ariza,F,0,0,2020-12-28
Ty Jerome,G-F,0,0,2020-12-28
Moses Brown,C,0,0,2020-12-28
Josh Hall,F,0,0,2020-12-28
Isaiah Roby,F,0,0,2020-12-28
Justin Jackson,F,0,0,2020-12-28
Darius Miller,F,0,0,2020-12-28
P.J. Tucker,F,26,9,2020-12-28
Danuel House,F-G,28,3,2020-12-28
Christian Wood,F,36,23,2020-12-28
James Harden,G,31,34,2020-12-28
David Nwaba,G-F,31,14,2020-12-28
Sterling Brown,G-F,30,12,2020-12-28
Jae'Sean Tate,F,25,5,2020-12-28
Bruno Caboclo,F,19,6,2020-12-28
Brodric Thomas,G,8,5,2020-12-28
Ben McLemore,G,0,0,2020-12-28
Kenyon Martin,F,0,0,2020-12-28
Chris Clemons,G,0,0,2020-12-28
John Wall,G,0,0,2020-12-28
Mason Jones,G,0,0,2020-12-28
D. Cousins,C,0,0,2020-12-28
Eric Gordon,G,0,0,2020-12-28
Paul Millsap,F,24,19,2020-12-28
Michael Porter,F,23,14,2020-12-28
Nikola Jokic,C,34,19,2020-12-28
Jamal Murray,G,31,21,2020-12-28
Gary Harris,G,28,14,2020-12-28
Monte Morris,G,23,12,2020-12-28
Will Barton,G,22,11,2020-12-28
PJ Dozier,G-F,19,3,2020-12-28
I. Hartenstein,C-F,9,5,2020-12-28
Bol Bol,C-F,5,0,2020-12-28
F. Campazzo,G,5,4,2020-12-28
R.J. Hampton,G,4,2,2020-12-28
Zeke Nnaji,F-C,3,0,2020-12-28
Vlatko Cancar,F,3,0,2020-12-28
G. Whittington,F,0,0,2020-12-28
JaMychal Green,F-C,0,0,2020-12-28
Markus Howard,G,0,0,2020-12-28
R. Covington,F,37,4,2020-12-28
Derrick Jones,F,36,5,2020-12-28
Jusuf Nurkic,C,25,10,2020-12-28
Damian Lillard,G,36,31,2020-12-28
CJ McCollum,G,36,20,2020-12-28
Gary Trent,G-F,23,28,2020-12-28
Enes Kanter,C,22,12,2020-12-28
Rodney Hood,G-F,15,5,2020-12-28
Anfernee Simons,G,4,0,2020-12-28
Zach Collins,F-C,0,0,2020-12-28
Carmelo Anthony,F,0,0,2020-12-28
Nassir Little,F-G,0,0,2020-12-28
Keljin Blevins,G,0,0,2020-12-28
CJ Elleby,F-G,0,0,2020-12-28
Harry Giles,F-C,0,0,2020-12-28
Anthony Davis,F-C,37,13,2020-12-28
LeBron James,F,35,29,2020-12-28
Marc Gasol,C,19,4,2020-12-28
Dennis Schroder,G,36,24,2020-12-28
K. Caldwell-Pope,G,28,14,2020-12-28
M. Harrell,F-C,27,9,2020-12-28
Kyle Kuzma,F,23,6,2020-12-28
Wesley Matthews,G,15,2,2020-12-28
T. Horton-Tucker,G,9,6,2020-12-28
Markieff Morris,F,6,0,2020-12-28
Devontae Cacok,F,0,0,2020-12-28
K. Antetokounmpo,F,0,0,2020-12-28
Alex Caruso,G,0,0,2020-12-28
Quinn Cook,G,0,0,2020-12-28
Jared Dudley,F,0,0,2020-12-28
A. McKinnie,F,0,0,2020-12-28
T. Thompson,C-F,26,14,2020-12-29
Jayson Tatum,F-G,40,27,2020-12-29
Daniel Theis,F-C,23,4,2020-12-29
Marcus Smart,G,31,17,2020-12-29
Jaylen Brown,G-F,34,20,2020-12-29
P. Pritchard,G,27,10,2020-12-29
Javonte Green,G-F,20,7,2020-12-29
Jeff Teague,G,19,6,2020-12-29
Robert Williams,C-F,10,8,2020-12-29
Grant Williams,F,5,3,2020-12-29
Kemba Walker,G,0,0,2020-12-29
Tacko Fall,C,0,0,2020-12-29
Romeo Langford,G-F,0,0,2020-12-29
Carsen Edwards,G,0,0,2020-12-29
Tremont Waters,G,0,0,2020-12-29
Aaron Nesmith,G-F,0,0,2020-12-29
Semi Ojeleye,F,0,0,2020-12-29
D. Sabonis,F-C,36,14,2020-12-29
T.J. Warren,F,29,17,2020-12-29
Myles Turner,C-F,31,16,2020-12-29
Malcolm Brogdon,G,34,19,2020-12-29
Victor Oladipo,G,34,24,2020-12-29
Justin Holiday,F-G,25,12,2020-12-29
Doug McDermott,F,19,2,2020-12-29
Aaron Holiday,G,14,5,2020-12-29
T.J. McConnell,G,13,2,2020-12-29
Jeremy Lamb,G-F,0,0,2020-12-29
Goga Bitadze,C-F,0,0,2020-12-29
Brian Bowen,F-G,0,0,2020-12-29
Kelan Martin,F,0,0,2020-12-29
Jalen Lecque,G,0,0,2020-12-29
JaKarr Sampson,F,0,0,2020-12-29
Cassius Stanley,G,0,0,2020-12-29
Edmond Sumner,G,0,0,2020-12-29
J. Toscano-Anderson,F,23,5,2020-12-29
Andrew Wiggins,F,38,27,2020-12-29
James Wiseman,C,21,6,2020-12-29
Stephen Curry,G,34,31,2020-12-29
Kelly Oubre,F-G,29,14,2020-12-29
Kevon Looney,F,21,2,2020-12-29
Damion Lee,G-F,18,8,2020-12-29
Brad Wanamaker,G,17,9,2020-12-29
Eric Paschall,F,13,10,2020-12-29
Mychal Mulder,G,10,2,2020-12-29
Jordan Poole,G,9,2,2020-12-29
Nico Mannion,G,0,0,2020-12-29
Draymond Green,F,0,0,2020-12-29
Marquese Chriss,F,0,0,2020-12-29
Klay Thompson,G,0,0,2020-12-29
Alen Smailagic,F,0,0,2020-12-29
Kent Bazemore,G-F,0,0,2020-12-29
Blake Griffin,F,16,8,2020-12-29
Jerami Grant,F,37,27,2020-12-29
Mason Plumlee,F-C,24,2,2020-12-29
Killian Hayes,G,16,0,2020-12-29
Josh Jackson,G-F,29,17,2020-12-29
Delon Wright,G,28,5,2020-12-29
Derrick Rose,G,26,15,2020-12-29
Isaiah Stewart,F-C,23,6,2020-12-29
Saddiq Bey,F,15,11,2020-12-29
Svi Mykhailiuk,G-F,11,6,2020-12-29
Sekou Doumbouya,F,10,9,2020-12-29
Frank Jackson,G,0,0,2020-12-29
Saben Lee,G,0,0,2020-12-29
Jahlil Okafor,C-F,0,0,2020-12-29
D. Sirvydis,F-G,0,0,2020-12-29
Wayne Ellington,G,0,0,2020-12-29
Rodney McGruder,G,0,0,2020-12-29
Pascal Siakam,F,34,20,2020-12-29
OG Anunoby,F,36,20,2020-12-29
Aron Baynes,C-F,22,2,2020-12-29
Kyle Lowry,G,37,24,2020-12-29
Fred VanVleet,G,36,8,2020-12-29
Stanley Johnson,F-G,21,7,2020-12-29
Alex Len,C,21,2,2020-12-29
Norman Powell,G,17,6,2020-12-29
Matt Thomas,G,7,4,2020-12-29
Chris Boucher,F-C,4,0,2020-12-29
Patrick McCaw,G,0,0,2020-12-29
Malachi Flynn,G,0,0,2020-12-29
Jalen Harris,G,0,0,2020-12-29
DeAndre' Bembry,G-F,0,0,2020-12-29
Terence Davis,G,0,0,2020-12-29
Yuta Watanabe,G-F,0,0,2020-12-29
Paul Watson,G,0,0,2020-12-29
Tobias Harris,F,37,26,2020-12-29
Danny Green,G,28,7,2020-12-29
Joel Embiid,C-F,37,29,2020-12-29
Ben Simmons,G-F,36,11,2020-12-29
Seth Curry,G,32,17,2020-12-29
Shake Milton,G-F,25,7,2020-12-29
M. Thybulle,G-F,12,0,2020-12-29
Dwight Howard,C-F,10,0,2020-12-29
Mike Scott,F,10,3,2020-12-29
Tyrese Maxey,G,8,0,2020-12-29
Furkan Korkmaz,G-F,0,0,2020-12-29
Isaiah Joe,G,0,0,2020-12-29
Vincent Poirier,C-F,0,0,2020-12-29
T. Ferguson,G,0,0,2020-12-29
Dakota Mathias,PG,0,0,2020-12-29
Paul Reed,F,0,0,2020-12-29
Tony Bradley,C-F,0,0,2020-12-29
Lauri Markkanen,F-C,19,9,2020-12-29
P. Williams,F,20,12,2020-12-29
Wendell Carter,C-F,34,10,2020-12-29
Coby White,G,36,18,2020-12-29
Zach LaVine,G-F,38,23,2020-12-29
Otto Porter,F,29,16,2020-12-29
Garrett Temple,G-F,28,12,2020-12-29
T. Satoransky,G,20,10,2020-12-29
Daniel Gafford,F-C,6,3,2020-12-29
C. Hutchison,F-G,6,2,2020-12-29
Devon Dotson,G,0,0,2020-12-29
Adam Mokoka,G,0,0,2020-12-29
Thaddeus Young,F,0,0,2020-12-29
Luke Kornet,F-C,0,0,2020-12-29
C. Felicio,F-C,0,0,2020-12-29
D. Valentine,G,0,0,2020-12-29
R. Arcidiacono,G,0,0,2020-12-29
Deni Avdija,F,26,9,2020-12-29
Isaac Bonga,G,15,0,2020-12-29
Thomas Bryant,C-F,33,13,2020-12-29
R. Westbrook,G,37,21,2020-12-29
Bradley Beal,G,36,29,2020-12-29
Davis Bertans,F,26,20,2020-12-29
Ish Smith,G,21,4,2020-12-29
Raul Neto,G,14,2,2020-12-29
Robin Lopez,C,13,6,2020-12-29
Troy Brown,G-F,10,0,2020-12-29
Anthony Gill,F,3,3,2020-12-29
G. Mathews,G,0,0,2020-12-29
Cassius Winston,G,0,0,2020-12-29
Rui Hachimura,F,0,0,2020-12-29
Jerome Robinson,G,0,0,2020-12-29
A. Pasecniks,C-F,0,0,2020-12-29
Moritz Wagner,F-C,0,0,2020-12-29
Reggie Bullock,G-F,40,17,2020-12-29
Julius Randle,F-C,44,28,2020-12-29
M. Robinson,C-F,31,9,2020-12-29
Elfrid Payton,G,35,14,2020-12-29
RJ Barrett,F-G,38,12,2020-12-29
Kevin Knox,F,16,6,2020-12-29
Nerlens Noel,C-F,16,4,2020-12-29
Frank Ntilikina,G,16,5,2020-12-29
I. Quickley,G,0,0,2020-12-29
Obi Toppin,F,0,0,2020-12-29
Austin Rivers,G,0,0,2020-12-29
Alec Burks,G,0,0,2020-12-29
Omari Spellman,F,0,0,2020-12-29
Dennis Smith,G,0,0,2020-12-29
Theo Pinson,G-F,0,0,2020-12-29
Jared Harper,G,0,0,2020-12-29
I. Brazdeikis,F,0,0,2020-12-29
Larry Nance,F-C,42,9,2020-12-29
Cedi Osman,F,28,6,2020-12-29
Andre Drummond,C,33,18,2020-12-29
Darius Garland,G,37,17,2020-12-29
Collin Sexton,G,40,20,2020-12-29
Damyean Dotson,G,22,5,2020-12-29
JaVale McGee,C-F,16,11,2020-12-29
Dante Exum,G,16,0,2020-12-29
Dean Wade,F-C,2,0,2020-12-29
Dylan Windler,G-F,0,0,2020-12-29
Kevin Porter,G-F,0,0,2020-12-29
Isaac Okoro,F-G,0,0,2020-12-29
Kevin Love,F-C,0,0,2020-12-29
M. Dellavedova,G,0,0,2020-12-29
Thon Maker,F-C,0,0,2020-12-29
Marques Bolden,C,0,0,2020-12-29
Lamar Stevens,F,0,0,2020-12-29
G. Antetokounmpo,F,24,9,2020-12-29
Khris Middleton,F,25,25,2020-12-29
Brook Lopez,C,18,14,2020-12-29
Jrue Holiday,G,26,24,2020-12-29
D. DiVincenzo,G,19,17,2020-12-29
Bobby Portis,F,26,11,2020-12-29
D.J. Augustin,G,20,10,2020-12-29
T. Antetokounmpo,F,20,5,2020-12-29
Bryn Forbes,G,17,12,2020-12-29
Pat Connaughton,G,12,3,2020-12-29
Jordan Nwora,F,11,8,2020-12-29
D.J. Wilson,F,9,3,2020-12-29
Sam Merrill,G,8,3,2020-12-29
Mamadi Diakite,F,0,0,2020-12-29
Jaylen Adams,G,0,0,2020-12-29
Torrey Craig,F,0,0,2020-12-29
Bam Adebayo,C-F,25,12,2020-12-29
M. Harkless,F-G,3,0,2020-12-29
Meyers Leonard,F-C,2,0,2020-12-29
Tyler Herro,G,33,23,2020-12-29
Duncan Robinson,F,24,4,2020-12-29
Kendrick Nunn,G,30,15,2020-12-29
KZ Okpala,F-G,27,3,2020-12-29
Avery Bradley,G,24,14,2020-12-29
Kelly Olynyk,F-C,24,5,2020-12-29
P. Achiuwa,F,17,10,2020-12-29
Max Strus,G-F,12,7,2020-12-29
Goran Dragic,G,9,2,2020-12-29
Chris Silva,F,5,2,2020-12-29
Gabe Vincent,G,0,0,2020-12-29
Andre Iguodala,F-G,0,0,2020-12-29
Jimmy Butler,F,0,0,2020-12-29
Udonis Haslem,F,0,0,2020-12-29
Aaron Gordon,F,22,12,2020-12-29
Dwayne Bacon,G-F,23,18,2020-12-29
Nikola Vucevic,C,34,28,2020-12-29
Markelle Fultz,G,31,11,2020-12-29
Evan Fournier,G-F,31,14,2020-12-29
Terrence Ross,G-F,24,14,2020-12-29
M. Carter-Williams,G,24,4,2020-12-29
Chuma Okeke,F,17,3,2020-12-29
Cole Anthony,G,16,7,2020-12-29
